"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"60","@danielbru thank you brother",FALSE,687,"danielbru",2014-10-08 23:03:31,FALSE,"519984095183372288","519986478294630400","2148071","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","john",1388,FALSE,FALSE,NA,NA
"61","@MelissaLeeCNBC @pmarca @CNBCFastMoney I'll put it on for him. Ì†ΩÌ±ä",FALSE,838,"MelissaLeeCNBC",2014-10-08 22:20:00,FALSE,"519943226778996736","519975524886523904","1347071545","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","john",1935,FALSE,FALSE,NA,NA
"62","@kkabili can you see if the guy behind you will join shots, please? @HannahStocking  http://t.co/VLiQu6EJ8r",FALSE,1146,"kkabili",2014-10-08 05:22:24,FALSE,NA,"519719438233243648","39191323","<a href=""http://shots.me"" rel=""nofollow"">Shots App</a>","john",2796,FALSE,FALSE,NA,NA
"63","@RosaliaBiebs @shots thanks #shottie",FALSE,937,"RosaliaMahone",2014-10-07 23:38:41,FALSE,"519632221506789376","519632936727887874","231927166","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","john",2301,FALSE,FALSE,NA,NA
"64","Nice... @shots is #1 on this list ""Products Teens Love"" http://t.co/FFBL8jzUGg",FALSE,3051,NA,2014-10-07 23:34:46,FALSE,NA,"519631954799390722",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","john",7769,FALSE,FALSE,NA,NA
"65","@FloydMayweather no invite Ì†ΩÌ∏í http://t.co/2NDXGnG1H2",FALSE,1214,"FloydMayweather",2014-10-07 19:40:04,FALSE,NA,"519572887439548416","42519612","<a href=""http://shots.me"" rel=""nofollow"">Shots App</a>","john",3061,FALSE,FALSE,NA,NA
"66","Chill",FALSE,1858,NA,2014-10-07 18:23:10,FALSE,NA,"519553534585356288",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","john",3728,FALSE,FALSE,NA,NA
"67","@NinasMakeup @shots thank you",FALSE,856,"NinasMakeup",2014-10-07 14:53:11,FALSE,"519500246402228224","519500690331140096","20158584","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","john",1945,FALSE,FALSE,NA,NA
"68","Eating breakfast, listening to a Queen and about to leave for the office.  http://t.co/UqmXwlXqFo",FALSE,2117,NA,2014-10-06 15:11:35,FALSE,NA,"519142932763258880",NA,"<a href=""http://shots.me"" rel=""nofollow"">Shots App</a>","john",4759,FALSE,FALSE,NA,NA
"69","Breakfast and watching police chases on TV http://t.co/b20yEZLC6E",FALSE,1544,NA,2014-10-01 15:12:47,FALSE,NA,"517331295743913986",NA,"<a href=""http://shots.me"" rel=""nofollow"">Shots App</a>","john",3802,FALSE,FALSE,NA,NA
"70","http://t.co/fw7XO6xbSL",FALSE,1956,NA,2014-10-01 13:15:40,FALSE,NA,"517301824613675008",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","john",4627,FALSE,FALSE,NA,NA
"71","Time to go home ‚ôõ  http://t.co/vb5Zlg8kTn",FALSE,1593,NA,2014-10-01 04:58:04,FALSE,NA,"517176600253984768",NA,"<a href=""http://shots.me"" rel=""nofollow"">Shots App</a>","john",3682,FALSE,FALSE,NA,NA
"72","@LexiJo8 welcome to SF!!!",FALSE,750,"LexiJo8",2014-10-01 02:53:20,FALSE,NA,"517145207658135552","69333147","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","john",1797,FALSE,FALSE,NA,NA
"73","@kristalterrell never ever",FALSE,733,"kristalterrell",2014-10-01 02:48:08,FALSE,"517142877202558976","517143898074804225","35263779","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","john",1627,FALSE,FALSE,NA,NA
"74","@tylerdeanflores thanks little bro",FALSE,828,"tylerdeanflores",2014-10-01 01:30:09,FALSE,"517121375367352321","517124273240948736","362670521","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","john",1875,FALSE,FALSE,NA,NA
"75","@justinbieber @shots dang no shots with the camo gear? i like that look!",FALSE,1960,"justinbieber",2014-09-30 23:06:47,FALSE,"517080278204829696","517088196694257665","27260086","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","john",4004,FALSE,FALSE,NA,NA
"76","I am at work http://t.co/KQ56E0H6r3",FALSE,2122,NA,2014-09-30 22:47:59,FALSE,NA,"517083465557098496",NA,"<a href=""http://shots.me"" rel=""nofollow"">Shots App</a>","john",4996,FALSE,FALSE,NA,NA
"77","Check out @rudymancuso http://t.co/tXh57AqoUS via @shots",FALSE,1750,NA,2014-09-30 21:07:01,FALSE,NA,"517058053342912513",NA,"<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>","john",3969,FALSE,FALSE,NA,NA
"78","@Rancid Congrats Lars! Proud of you brother. Love you man. #HonorIsAllWeKnow",FALSE,1347,"Rancid",2014-09-30 18:24:50,FALSE,"516975955332452352","517017238357172224","140980601","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","john",3072,FALSE,FALSE,NA,NA
"79","Elon Musk puts his case for a multi-planet civilisation http://t.co/EzBmTm15B2 @aeonmag @andersen",FALSE,1527,NA,2014-09-30 16:33:01,FALSE,NA,"516989102390919169",NA,"<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>","john",3353,FALSE,FALSE,NA,NA
